year,week_end_date,geography,age_group,sex,observed,expected,excess
2023,2023-11-26,England and Wales,65-69,male,87,86,1
2023,2023-11-26,England and Wales,65-69,people,166,167,-1
2023,2023-11-26,England and Wales,70-74,female,124,128,-4
2023,2023-11-26,England and Wales,70-74,male,141,135,6
2023,2023-11-26,England and Wales,70-74,people,265,263,2
2023,2023-11-26,England and Wales,75-79,female,200,204,-4
2023,2023-11-26,England and Wales,75-79,male,208,216,-8
2023,2023-11-26,England and Wales,75-79,people,408,420,-12
2023,2023-11-26,England and Wales,80-84,female,275,306,-31
2023,2023-11-26,England and Wales,80-84,male,324,324,0
2023,2023-11-26,England and Wales,80-84,people,599,630,-31
2023,2023-11-26,England and Wales,85-89,female,319,307,12
2023,2023-11-26,England and Wales,85-89,male,312,325,-13
2023,2023-11-26,England and Wales,85-89,people,631,632,-1
2023,2023-11-26,England and Wales,90+,female,407,402,5
2023,2023-11-26,England and Wales,90+,male,391,425,-34
2023,2023-11-26,England and Wales,90+,people,798,827,-29
2023,2023-11-26,England and Wales,All ages,female,1565,1590,-25
2023,2023-11-26,England and Wales,All ages,male,1636,1682,-46
2023,2023-11-26,England and Wales,All ages,people,3201,3272,-71
2023,2023-11-26,Wales,0-29,female,1,1,-0
2023,2023-11-26,Wales,0-29,male,1,1,-0
2023,2023-11-26,Wales,0-29,people,2,2,-0
2023,2023-11-26,Wales,30-44,female,1,1,-0
2023,2023-11-26,Wales,30-44,male,1,1,-0
2023,2023-11-26,Wales,30-44,people,2,2,-0
2023,2023-11-26,Wales,45-49,female,1,1,0
2023,2023-11-26,Wales,45-49,male,1,1,0
2023,2023-11-26,Wales,45-49,people,2,1,1
2023,2023-11-26,Wales,50-54,female,1,1,-0
2023,2023-11-26,Wales,50-54,male,1,1,-0
2023,2023-11-26,Wales,50-54,people,2,2,-0
2023,2023-11-26,Wales,55-59,female,2,2,0
2023,2023-11-26,Wales,55-59,male,2,2,0
2023,2023-11-26,Wales,55-59,people,4,4,0
2023,2023-11-26,Wales,60-64,female,3,3,0
2023,2023-11-26,Wales,60-64,male,3,3,0
2023,2023-11-26,Wales,60-64,people,6,6,0
2023,2023-11-26,Wales,65-69,female,4,4,-0
2023,2023-11-26,Wales,65-69,male,4,4,-0
2023,2023-11-26,Wales,65-69,people,8,8,-0
2023,2023-11-26,Wales,70-74,female,6,6,-0
2023,2023-11-26,Wales,70-74,male,7,7,0
2023,2023-11-26,Wales,70-74,people,13,13,-0
2023,2023-11-26,Wales,75-79,female,10,10,-0
2023,2023-11-26,Wales,75-79,male,12,11,1
2023,2023-11-26,Wales,75-79,people,22,21,1
2023,2023-11-26,Wales,80-84,female,14,15,-1
2023,2023-11-26,Wales,80-84,male,16,16,-0
2023,2023-11-26,Wales,80-84,people,30,32,-2
2023,2023-11-26,Wales,85-89,female,15,16,-1
2023,2023-11-26,Wales,85-89,male,18,16,2
2023,2023-11-26,Wales,85-89,people,33,32,1
2023,2023-11-26,Wales,90+,female,21,20,1
2023,2023-11-26,Wales,90+,male,19,21,-2
2023,2023-11-26,Wales,90+,people,40,42,-2
2023,2023-11-26,Wales,All ages,female,79,80,-1
2023,2023-11-26,Wales,All ages,male,85,85,0
2023,2023-11-26,Wales,All ages,people,164,165,-1
2023,2023-12-03,England,0-29,female,19,20,-1
2023,2023-12-03,England,0-29,male,19,21,-2
2023,2023-12-03,England,0-29,people,38,41,-3
2023,2023-12-03,England,30-44,female,18,20,-2
2023,2023-12-03,England,30-44,male,20,21,-1
2023,2023-12-03,England,30-44,people,38,41,-3
2023,2023-12-03,England,45-49,female,13,13,-0
2023,2023-12-03,England,45-49,male,13,14,-1
2023,2023-12-03,England,45-49,people,26,27,-1
2023,2023-12-03,England,50-54,female,19,22,-3
2023,2023-12-03,England,50-54,male,22,23,-1
2023,2023-12-03,England,50-54,people,41,44,-3
2023,2023-12-03,England,55-59,female,35,34,1
2023,2023-12-03,England,55-59,male,39,36,3
2023,2023-12-03,England,55-59,people,74,71,3
2023,2023-12-03,England,60-64,female,55,52,3
2023,2023-12-03,England,60-64,male,54,55,-1
2023,2023-12-03,England,60-64,people,109,107,2
2023,2023-12-03,England,65-69,female,73,79,-6
2023,2023-12-03,England,65-69,male,81,83,-2
2023,2023-12-03,England,65-69,people,154,162,-8
2023,2023-12-03,England,70-74,female,128,127,1
2023,2023-12-03,England,70-74,male,132,134,-2
2023,2023-12-03,England,70-74,people,260,261,-1
2023,2023-12-03,England,75-79,female,208,202,6
2023,2023-12-03,England,75-79,male,219,214,5
2023,2023-12-03,England,75-79,people,427,416,11
2023,2023-12-03,England,80-84,female,298,304,-6
2023,2023-12-03,England,80-84,male,312,321,-9
2023,2023-12-03,England,80-84,people,610,625,-15
2023,2023-12-03,England,85-89,female,288,305,-17
2023,2023-12-03,England,85-89,male,332,323,9
2023,2023-12-03,England,85-89,people,620,628,-8
2023,2023-12-03,England,90+,female,399,399,0
2023,2023-12-03,England,90+,male,443,422,21
2023,2023-12-03,England,90+,people,842,820,22
2023,2023-12-03,England,All ages,female,1553,1578,-25
2023,2023-12-03,England,All ages,male,1686,1669,17
2023,2023-12-03,England,All ages,people,3239,3247,-8
2023,2023-12-03,England and Wales,0-29,female,20,21,-1
2023,2023-12-03,England and Wales,0-29,male,20,22,-2
2023,2023-12-03,England and Wales,0-29,people,40,43,-3
2023,2023-12-03,England and Wales,30-44,female,19,21,-2
2023,2023-12-03,England and Wales,30-44,male,21,22,-1
2023,2023-12-03,England and Wales,30-44,people,40,43,-3
2023,2023-12-03,England and Wales,45-49,female,14,14,0
2023,2023-12-03,England and Wales,45-49,male,14,15,-1
2023,2023-12-03,England and Wales,45-49,people,28,28,-0
2023,2023-12-03,England and Wales,50-54,female,20,23,-3
2023,2023-12-03,England and Wales,50-54,male,23,24,-1
2023,2023-12-03,England and Wales,50-54,people,43,47,-4
2023,2023-12-03,England and Wales,55-59,female,37,36,1
2023,2023-12-03,England and Wales,55-59,male,41,38,3
2023,2023-12-03,England and Wales,55-59,people,78,75,3
2023,2023-12-03,England and Wales,60-64,female,58,55,3
2023,2023-12-03,England and Wales,60-64,male,57,58,-1
2023,2023-12-03,England and Wales,60-64,people,115,112,3
2023,2023-12-03,England and Wales,65-69,female,77,83,-6
2023,2023-12-03,England and Wales,65-69,male,85,88,-3
2023,2023-12-03,England and Wales,65-69,people,162,171,-9
2023,2023-12-03,England and Wales,70-74,female,135,134,1
2023,2023-12-03,England and Wales,70-74,male,139,142,-3
2023,2023-12-03,England and Wales,70-74,people,274,275,-1
2023,2023-12-03,England and Wales,75-79,female,218,213,5
2023,2023-12-03,England and Wales,75-79,male,231,225,6
2023,2023-12-03,England and Wales,75-79,people,449,438,11
2023,2023-12-03,England and Wales,80-84,female,314,320,-6
2023,2023-12-03,England and Wales,80-84,male,327,338,-11
2023,2023-12-03,England and Wales,80-84,people,641,658,-17
2023,2023-12-03,England and Wales,85-89,female,304,321,-17
2023,2023-12-03,England and Wales,85-89,male,347,340,7
2023,2023-12-03,England and Wales,85-89,people,651,661,-10
2023,2023-12-03,England and Wales,90+,female,420,420,0
2023,2023-12-03,England and Wales,90+,male,466,444,22
2023,2023-12-03,England and Wales,90+,people,886,864,22
2023,2023-12-03,England and Wales,All ages,female,1636,1662,-26
2023,2023-12-03,England and Wales,All ages,male,1771,1758,13
2023,2023-12-03,England and Wales,All ages,people,3407,3420,-13
2023,2023-12-03,Wales,0-29,female,1,1,-0
2023,2023-12-03,Wales,0-29,male,1,1,-0
2023,2023-12-03,Wales,0-29,people,2,2,-0
2023,2023-12-03,Wales,30-44,female,1,1,-0
2023,2023-12-03,Wales,30-44,male,1,1,-0
2023,2023-12-03,Wales,30-44,people,2,2,-0
2023,2023-12-03,Wales,45-49,female,1,1,0
2023,2023-12-03,Wales,45-49,male,1,1,0
2023,2023-12-03,Wales,45-49,people,2,1,1
2023,2023-12-03,Wales,50-54,female,1,1,-0
2023,2023-12-03,Wales,50-54,male,1,1,-0
2023,2023-12-03,Wales,50-54,people,2,2,-0
2023,2023-12-03,Wales,55-59,female,2,2,0
2023,2023-12-03,Wales,55-59,male,2,2,0
2023,2023-12-03,Wales,55-59,people,4,4,0
2023,2023-12-03,Wales,60-64,female,3,3,0
2023,2023-12-03,Wales,60-64,male,3,3,0
2023,2023-12-03,Wales,60-64,people,6,6,0
2023,2023-12-03,Wales,65-69,female,4,4,-0
2023,2023-12-03,Wales,65-69,male,4,4,-0
2023,2023-12-03,Wales,65-69,people,8,9,-1
2023,2023-12-03,Wales,70-74,female,7,7,0
2023,2023-12-03,Wales,70-74,male,7,7,-0
2023,2023-12-03,Wales,70-74,people,14,14,0
2023,2023-12-03,Wales,75-79,female,10,11,-1
2023,2023-12-03,Wales,75-79,male,12,11,1
2023,2023-12-03,Wales,75-79,people,22,22,-0
2023,2023-12-03,Wales,80-84,female,16,16,-0
2023,2023-12-03,Wales,80-84,male,15,17,-2
2023,2023-12-03,Wales,80-84,people,31,33,-2
2023,2023-12-03,Wales,85-89,female,16,16,-0
2023,2023-12-03,Wales,85-89,male,15,17,-2
2023,2023-12-03,Wales,85-89,people,31,33,-2
2023,2023-12-03,Wales,90+,female,21,21,-0
2023,2023-12-03,Wales,90+,male,23,22,1
2023,2023-12-03,Wales,90+,people,44,44,0
2023,2023-12-03,Wales,All ages,female,83,84,-1
2023,2023-12-03,Wales,All ages,male,85,89,-4
2023,2023-12-03,Wales,All ages,people,168,173,-5
2023,2023-12-10,England,0-29,female,20,20,0
2023,2023-12-10,England,0-29,male,21,21,0
2023,2023-12-10,England,0-29,people,41,41,0
2023,2023-12-10,England,30-44,female,19,20,-1
2023,2023-12-10,England,30-44,male,21,21,0
2023,2023-12-10,England,30-44,people,40,40,-0
2023,2023-12-10,England,45-49,female,13,13,-0
2023,2023-12-10,England,45-49,male,13,14,-1
2023,2023-12-10,England,45-49,people,26,27,-1
2023,2023-12-10,England,50-54,female,22,22,0
2023,2023-12-10,England,50-54,male,22,23,-1
2023,2023-12-10,England,50-54,people,44,45,-1
2023,2023-12-10,England,55-59,female,32,35,-3
2023,2023-12-10,England,55-59,male,39,37,2
2023,2023-12-10,England,55-59,people,71,71,-0
2023,2023-12-10,England,60-64,female,55,52,3
2023,2023-12-10,England,60-64,male,51,55,-4
2023,2023-12-10,England,60-64,people,106,107,-1
2023,2023-12-10,England,65-69,female,84,79,5
2023,2023-12-10,England,65-69,male,85,84,1
2023,2023-12-10,England,65-69,people,169,163,6
2023,2023-12-10,England,70-74,female,124,126,-2
2023,2023-12-10,England,70-74,male,128,133,-5
2023,2023-12-10,England,70-74,people,252,259,-7
2023,2023-12-10,England,75-79,female,197,201,-4
2023,2023-12-10,England,75-79,male,211,212,-1
2023,2023-12-10,England,75-79,people,408,413,-5
2023,2023-12-10,England,80-84,female,298,301,-3
2023,2023-12-10,England,80-84,male,356,319,37
2023,2023-12-10,England,80-84,people,654,620,34
2023,2023-12-10,England,85-89,female,341,303,38
2023,2023-12-10,England,85-89,male,310,320,-10
2023,2023-12-10,England,85-89,people,651,623,28
2023,2023-12-10,England,90+,female,367,395,-28
2023,2023-12-10,England,90+,male,413,418,-5
2023,2023-12-10,England,90+,people,780,814,-34
2023,2023-12-10,England,All ages,female,1572,1565,7
2023,2023-12-10,England,All ages,male,1670,1656,14
2023,2023-12-10,England,All ages,people,3242,3221,21
2023,2023-12-10,England and Wales,0-29,female,21,21,0
2023,2023-12-10,England and Wales,0-29,male,22,22,0
2023,2023-12-10,England and Wales,0-29,people,43,43,0
2023,2023-12-10,England and Wales,30-44,female,20,21,-1
2023,2023-12-10,England and Wales,30-44,male,22,22,0
2023,2023-12-10,England and Wales,30-44,people,42,42,-0
2023,2023-12-10,England and Wales,45-49,female,14,14,0
2023,2023-12-10,England and Wales,45-49,male,14,15,-1
2023,2023-12-10,England and Wales,45-49,people,28,29,-1
2023,2023-12-10,England and Wales,50-54,female,23,23,0
2023,2023-12-10,England and Wales,50-54,male,23,24,-1
2023,2023-12-10,England and Wales,50-54,people,46,47,-1
2023,2023-12-10,England and Wales,55-59,female,34,37,-3
2023,2023-12-10,England and Wales,55-59,male,41,39,2
2023,2023-12-10,England and Wales,55-59,people,75,75,-0
2023,2023-12-10,England and Wales,60-64,female,58,55,3
2023,2023-12-10,England and Wales,60-64,male,54,58,-4
2023,2023-12-10,England and Wales,60-64,people,112,113,-1
2023,2023-12-10,England and Wales,65-69,female,88,83,5
2023,2023-12-10,England and Wales,65-69,male,89,88,1
2023,2023-12-10,England and Wales,65-69,people,177,172,5
2023,2023-12-10,England and Wales,70-74,female,130,133,-3
2023,2023-12-10,England and Wales,70-74,male,135,140,-5
2023,2023-12-10,England and Wales,70-74,people,265,273,-8
2023,2023-12-10,England and Wales,75-79,female,207,211,-4
2023,2023-12-10,England and Wales,75-79,male,221,224,-3
2023,2023-12-10,England and Wales,75-79,people,428,435,-7
2023,2023-12-10,England and Wales,80-84,female,315,317,-2
2023,2023-12-10,England and Wales,80-84,male,372,336,36
2023,2023-12-10,England and Wales,80-84,people,687,653,34
2023,2023-12-10,England and Wales,85-89,female,358,319,39
2023,2023-12-10,England and Wales,85-89,male,327,337,-10
2023,2023-12-10,England and Wales,85-89,people,685,656,29
2023,2023-12-10,England and Wales,90+,female,387,416,-29
2023,2023-12-10,England and Wales,90+,male,436,441,-5
2023,2023-12-10,England and Wales,90+,people,823,857,-34
2023,2023-12-10,England and Wales,All ages,female,1655,1648,7
2023,2023-12-10,England and Wales,All ages,male,1756,1744,12
2023,2023-12-10,England and Wales,All ages,people,3411,3392,19
2023,2023-12-10,Wales,0-29,female,1,1,-0
2023,2023-12-10,Wales,0-29,male,1,1,-0
2023,2023-12-10,Wales,0-29,people,2,2,-0
2023,2023-12-10,Wales,30-44,female,1,1,-0
2023,2023-12-10,Wales,30-44,male,1,1,-0
2023,2023-12-10,Wales,30-44,people,2,2,-0
2023,2023-12-10,Wales,45-49,female,1,1,0
2023,2023-12-10,Wales,45-49,male,1,1,0
2023,2023-12-10,Wales,45-49,people,2,1,1
2023,2023-12-10,Wales,50-54,female,1,1,-0
2023,2023-12-10,Wales,50-54,male,1,1,-0
2023,2023-12-10,Wales,50-54,people,2,2,-0
2023,2023-12-10,Wales,55-59,female,2,2,0
2023,2023-12-10,Wales,55-59,male,2,2,0
2023,2023-12-10,Wales,55-59,people,4,4,0
2023,2023-12-10,Wales,60-64,female,3,3,0
2023,2023-12-10,Wales,60-64,male,3,3,0
2023,2023-12-10,Wales,60-64,people,6,6,0
2023,2023-12-10,Wales,65-69,female,4,4,-0
2023,2023-12-10,Wales,65-69,male,4,4,-0
2023,2023-12-10,Wales,65-69,people,8,9,-1
2023,2023-12-10,Wales,70-74,female,6,7,-1
2023,2023-12-10,Wales,70-74,male,7,7,-0
2023,2023-12-10,Wales,70-74,people,13,14,-1
2023,2023-12-10,Wales,75-79,female,10,11,-1
2023,2023-12-10,Wales,75-79,male,10,11,-1
2023,2023-12-10,Wales,75-79,people,20,22,-2
2023,2023-12-10,Wales,80-84,female,17,16,1
2023,2023-12-10,Wales,80-84,male,16,17,-1
2023,2023-12-10,Wales,80-84,people,33,33,0
2023,2023-12-10,Wales,85-89,female,17,16,1
2023,2023-12-10,Wales,85-89,male,17,17,-0
2023,2023-12-10,Wales,85-89,people,34,33,1
2023,2023-12-10,Wales,90+,female,20,21,-1
2023,2023-12-10,Wales,90+,male,23,22,1
2023,2023-12-10,Wales,90+,people,43,43,-0
2023,2023-12-10,Wales,All ages,female,83,83,-0
2023,2023-12-10,Wales,All ages,male,86,88,-2
2023,2023-12-10,Wales,All ages,people,169,171,-2
2023,2023-12-17,England,0-29,female,20,19,1
2023,2023-12-17,England,0-29,male,21,21,0
2023,2023-12-17,England,0-29,people,41,40,1
2023,2023-12-17,England,30-44,female,19,19,-0
2023,2023-12-17,England,30-44,male,21,20,1
2023,2023-12-17,England,30-44,people,40,40,0
2023,2023-12-17,England,45-49,female,12,13,-1
2023,2023-12-17,England,45-49,male,14,14,0
2023,2023-12-17,England,45-49,people,26,27,-1
2023,2023-12-17,England,50-54,female,21,21,-0
2023,2023-12-17,England,50-54,male,23,23,0
2023,2023-12-17,England,50-54,people,44,44,0
2023,2023-12-17,England,55-59,female,34,34,-0
2023,2023-12-17,England,55-59,male,37,36,1
2023,2023-12-17,England,55-59,people,71,70,1
2023,2023-12-17,England,60-64,female,52,51,1
2023,2023-12-17,England,60-64,male,61,54,7
2023,2023-12-17,England,60-64,people,113,105,8
2023,2023-12-17,England,65-69,female,82,78,4
2023,2023-12-17,England,65-69,male,82,82,-0
2023,2023-12-17,England,65-69,people,164,160,4
2023,2023-12-17,England,70-74,female,139,124,15
2023,2023-12-17,England,70-74,male,134,131,3
2023,2023-12-17,England,70-74,people,273,255,18
2023,2023-12-17,England,75-79,female,191,197,-6
2023,2023-12-17,England,75-79,male,193,209,-16
2023,2023-12-17,England,75-79,people,384,406,-22
2023,2023-12-17,England,80-84,female,297,296,1
2023,2023-12-17,England,80-84,male,335,313,22
2023,2023-12-17,England,80-84,people,632,609,23
2023,2023-12-17,England,85-89,female,332,297,35
2023,2023-12-17,England,85-89,male,347,315,32
2023,2023-12-17,England,85-89,people,679,612,67
2023,2023-12-17,England,90+,female,389,389,0
2023,2023-12-17,England,90+,male,445,411,34
2023,2023-12-17,England,90+,people,834,800,34
2023,2023-12-17,England,All ages,female,1588,1539,49
2023,2023-12-17,England,All ages,male,1713,1628,85
2023,2023-12-17,England,All ages,people,3301,3167,134
2023,2023-12-17,England and Wales,0-29,female,21,20,1
2023,2023-12-17,England and Wales,0-29,male,22,22,0
2023,2023-12-17,England and Wales,0-29,people,43,42,1
2023,2023-12-17,England and Wales,30-44,female,20,20,-0
2023,2023-12-17,England and Wales,30-44,male,22,21,1
2023,2023-12-17,England and Wales,30-44,people,42,42,0
2023,2023-12-17,England and Wales,45-49,female,13,14,-1
2023,2023-12-17,England and Wales,45-49,male,15,14,1
2023,2023-12-17,England and Wales,45-49,people,28,28,-0
2023,2023-12-17,England and Wales,50-54,female,22,22,-0
2023,2023-12-17,England and Wales,50-54,male,24,24,0
2023,2023-12-17,England and Wales,50-54,people,46,46,-0
2023,2023-12-17,England and Wales,55-59,female,36,36,0
2023,2023-12-17,England and Wales,55-59,male,39,38,1
2023,2023-12-17,England and Wales,55-59,people,75,74,1
2023,2023-12-17,England and Wales,60-64,female,55,54,1
2023,2023-12-17,England and Wales,60-64,male,64,57,7
2023,2023-12-17,England and Wales,60-64,people,119,111,8
2023,2023-12-17,England and Wales,65-69,female,86,82,4
2023,2023-12-17,England and Wales,65-69,male,87,87,0
2023,2023-12-17,England and Wales,65-69,people,173,168,5
2023,2023-12-17,England and Wales,70-74,female,146,130,16
2023,2023-12-17,England and Wales,70-74,male,141,138,3
2023,2023-12-17,England and Wales,70-74,people,287,269,18
2023,2023-12-17,England and Wales,75-79,female,201,208,-7
2023,2023-12-17,England and Wales,75-79,male,204,220,-16
2023,2023-12-17,England and Wales,75-79,people,405,428,-23
2023,2023-12-17,England and Wales,80-84,female,313,312,1
2023,2023-12-17,England and Wales,80-84,male,352,330,22
2023,2023-12-17,England and Wales,80-84,people,665,642,23
2023,2023-12-17,England and Wales,85-89,female,347,313,34
2023,2023-12-17,England and Wales,85-89,male,367,331,36
2023,2023-12-17,England and Wales,85-89,people,714,645,69
2023,2023-12-17,England and Wales,90+,female,408,409,-1
2023,2023-12-17,England and Wales,90+,male,467,433,34
2023,2023-12-17,England and Wales,90+,people,875,843,32
2023,2023-12-17,England and Wales,All ages,female,1668,1621,47
2023,2023-12-17,England and Wales,All ages,male,1804,1715,89
2023,2023-12-17,England and Wales,All ages,people,3472,3335,137
2023,2023-12-17,Wales,0-29,female,1,1,-0
2023,2023-12-17,Wales,0-29,male,1,1,-0
2023,2023-12-17,Wales,0-29,people,2,2,-0
2023,2023-12-17,Wales,30-44,female,1,1,-0
2023,2023-12-17,Wales,30-44,male,1,1,-0
2023,2023-12-17,Wales,30-44,people,2,2,-0
2023,2023-12-17,Wales,45-49,female,1,1,0
2023,2023-12-17,Wales,45-49,male,1,1,0
2023,2023-12-17,Wales,45-49,people,2,1,1
2023,2023-12-17,Wales,50-54,female,1,1,-0
2023,2023-12-17,Wales,50-54,male,1,1,-0
2023,2023-12-17,Wales,50-54,people,2,2,-0
2023,2023-12-17,Wales,55-59,female,2,2,0
2023,2023-12-17,Wales,55-59,male,2,2,0
2023,2023-12-17,Wales,55-59,people,4,4,0
2023,2023-12-17,Wales,60-64,female,3,3,0
2023,2023-12-17,Wales,60-64,male,3,3,0
2023,2023-12-17,Wales,60-64,people,6,6,0
2023,2023-12-17,Wales,65-69,female,4,4,-0
2023,2023-12-17,Wales,65-69,male,5,4,1
2023,2023-12-17,Wales,65-69,people,9,9,0
2023,2023-12-17,Wales,70-74,female,7,7,0
2023,2023-12-17,Wales,70-74,male,7,7,0
2023,2023-12-17,Wales,70-74,people,14,14,0
2023,2023-12-17,Wales,75-79,female,10,10,-0
2023,2023-12-17,Wales,75-79,male,11,11,-0
2023,2023-12-17,Wales,75-79,people,21,22,-1
2023,2023-12-17,Wales,80-84,female,16,16,0
2023,2023-12-17,Wales,80-84,male,17,17,0
2023,2023-12-17,Wales,80-84,people,33,32,1
2023,2023-12-17,Wales,85-89,female,15,16,-1
2023,2023-12-17,Wales,85-89,male,20,17,3
2023,2023-12-17,Wales,85-89,people,35,33,2
2023,2023-12-17,Wales,90+,female,19,21,-2
2023,2023-12-17,Wales,90+,male,22,22,0
2023,2023-12-17,Wales,90+,people,41,43,-2
2023,2023-12-17,Wales,All ages,female,80,82,-2
2023,2023-12-17,Wales,All ages,male,91,87,4
2023,2023-12-17,Wales,All ages,people,171,168,3
2023,2023-12-24,England,0-29,female,18,19,-1
2023,2023-12-24,England,0-29,male,19,20,-1
2023,2023-12-24,England,0-29,people,37,39,-2
2023,2023-12-24,England,30-44,female,18,19,-1
2023,2023-12-24,England,30-44,male,20,20,0
2023,2023-12-24,England,30-44,people,38,39,-1
2023,2023-12-24,England,45-49,female,12,13,-1
2023,2023-12-24,England,45-49,male,13,13,-0
2023,2023-12-24,England,45-49,people,25,26,-1
2023,2023-12-24,England,50-54,female,20,21,-1
2023,2023-12-24,England,50-54,male,24,22,2
2023,2023-12-24,England,50-54,people,44,43,1
2023,2023-12-24,England,55-59,female,35,33,2
2023,2023-12-24,England,55-59,male,36,35,1
2023,2023-12-24,England,55-59,people,71,68,3
2023,2023-12-24,England,60-64,female,55,50,5
2023,2023-12-24,England,60-64,male,52,53,-1
2023,2023-12-24,England,60-64,people,107,102,5
2023,2023-12-24,England,65-69,female,75,76,-1
2023,2023-12-24,England,65-69,male,81,80,1
2023,2023-12-24,England,65-69,people,156,155,1
2023,2023-12-24,England,70-74,female,114,121,-7
2023,2023-12-24,England,70-74,male,123,128,-5
2023,2023-12-24,England,70-74,people,237,248,-11
2023,2023-12-24,England,75-79,female,204,192,12
2023,2023-12-24,England,75-79,male,199,203,-4
2023,2023-12-24,England,75-79,people,403,395,8
2023,2023-12-24,England,80-84,female,299,288,11
2023,2023-12-24,England,80-84,male,293,305,-12
2023,2023-12-24,England,80-84,people,592,593,-1
2023,2023-12-24,England,85-89,female,299,290,9
2023,2023-12-24,England,85-89,male,326,306,20
2023,2023-12-24,England,85-89,people,625,596,29
2023,2023-12-24,England,90+,female,403,379,24
2023,2023-12-24,England,90+,male,418,400,18
2023,2023-12-24,England,90+,people,821,779,42
2023,2023-12-24,England,All ages,female,1552,1498,54
2023,2023-12-24,England,All ages,male,1604,1585,19
2023,2023-12-24,England,All ages,people,3156,3083,73
2023,2023-12-24,England and Wales,0-29,female,19,20,-1
2023,2023-12-24,England and Wales,0-29,male,20,21,-1
2023,2023-12-24,England and Wales,0-29,people,39,41,-2
2023,2023-12-24,England and Wales,30-44,female,19,20,-1
2023,2023-12-24,England and Wales,30-44,male,21,21,0
2023,2023-12-24,England and Wales,30-44,people,40,41,-1
2023,2023-12-24,England and Wales,45-49,female,13,13,-0
2023,2023-12-24,England and Wales,45-49,male,14,14,-0
2023,2023-12-24,England and Wales,45-49,people,27,27,-0
2023,2023-12-24,England and Wales,50-54,female,21,22,-1
2023,2023-12-24,England and Wales,50-54,male,25,23,2
2023,2023-12-24,England and Wales,50-54,people,46,45,1
2023,2023-12-24,England and Wales,55-59,female,37,35,2
2023,2023-12-24,England and Wales,55-59,male,38,37,1
2023,2023-12-24,England and Wales,55-59,people,75,72,3
2023,2023-12-24,England and Wales,60-64,female,58,52,6
2023,2023-12-24,England and Wales,60-64,male,55,55,-0
2023,2023-12-24,England and Wales,60-64,people,113,108,5
2023,2023-12-24,England and Wales,65-69,female,79,80,-1
2023,2023-12-24,England and Wales,65-69,male,86,84,2
2023,2023-12-24,England and Wales,65-69,people,165,164,1
2023,2023-12-24,England and Wales,70-74,female,120,127,-7
2023,2023-12-24,England and Wales,70-74,male,130,134,-4
2023,2023-12-24,England and Wales,70-74,people,250,261,-11
2023,2023-12-24,England and Wales,75-79,female,214,202,12
2023,2023-12-24,England and Wales,75-79,male,210,214,-4
2023,2023-12-24,England and Wales,75-79,people,424,416,8
2023,2023-12-24,England and Wales,80-84,female,314,304,10
2023,2023-12-24,England and Wales,80-84,male,309,321,-12
2023,2023-12-24,England and Wales,80-84,people,623,625,-2
2023,2023-12-24,England and Wales,85-89,female,315,305,10
2023,2023-12-24,England and Wales,85-89,male,343,323,20
2023,2023-12-24,England and Wales,85-89,people,658,628,30
2023,2023-12-24,England and Wales,90+,female,421,399,22
2023,2023-12-24,England and Wales,90+,male,440,422,18
2023,2023-12-24,England and Wales,90+,people,861,820,41
2023,2023-12-24,England and Wales,All ages,female,1630,1578,52
2023,2023-12-24,England and Wales,All ages,male,1691,1669,22
2023,2023-12-24,England and Wales,All ages,people,3321,3247,74
2023,2023-12-24,Wales,0-29,female,1,1,-0
2023,2023-12-24,Wales,0-29,male,1,1,-0
2023,2023-12-24,Wales,0-29,people,2,2,-0
2023,2023-12-24,Wales,30-44,female,1,1,0
2023,2023-12-24,Wales,30-44,male,1,1,-0
2023,2023-12-24,Wales,30-44,people,2,2,-0
2023,2023-12-24,Wales,45-49,female,1,1,0
2023,2023-12-24,Wales,45-49,male,1,1,0
2023,2023-12-24,Wales,45-49,people,2,1,1
2023,2023-12-24,Wales,50-54,female,1,1,-0
2023,2023-12-24,Wales,50-54,male,1,1,-0
2023,2023-12-24,Wales,50-54,people,2,2,-0
2023,2023-12-24,Wales,55-59,female,2,2,0
2023,2023-12-24,Wales,55-59,male,2,2,0
2023,2023-12-24,Wales,55-59,people,4,4,0
2023,2023-12-24,Wales,60-64,female,3,3,0
2023,2023-12-24,Wales,60-64,male,3,3,0
2023,2023-12-24,Wales,60-64,people,6,5,1
2023,2023-12-24,Wales,65-69,female,4,4,-0
2023,2023-12-24,Wales,65-69,male,5,4,1
2023,2023-12-24,Wales,65-69,people,9,8,1
2023,2023-12-24,Wales,70-74,female,6,6,-0
2023,2023-12-24,Wales,70-74,male,7,7,0
2023,2023-12-24,Wales,70-74,people,13,13,-0
2023,2023-12-24,Wales,75-79,female,10,10,-0
2023,2023-12-24,Wales,75-79,male,11,11,0
2023,2023-12-24,Wales,75-79,people,21,21,-0
2023,2023-12-24,Wales,80-84,female,15,15,-0
2023,2023-12-24,Wales,80-84,male,16,16,-0
2023,2023-12-24,Wales,80-84,people,31,32,-1
2023,2023-12-24,Wales,85-89,female,16,15,1
2023,2023-12-24,Wales,85-89,male,17,16,1
2023,2023-12-24,Wales,85-89,people,33,32,1
2023,2023-12-24,Wales,90+,female,18,20,-2
2023,2023-12-24,Wales,90+,male,22,21,1
2023,2023-12-24,Wales,90+,people,40,41,-1
2023,2023-12-24,Wales,All ages,female,78,80,-2
